customer_id,customer_name,purchase_frequency,average_order_value,product_preferences
1060,Tommie Cooley,3,2810.92,"Surly Troll Frameset - 2017,Trek Domane SL 6 - 2017,Electra Cruiser Lux Fat Tire 1 Ladies - 2017"
1061,Alanna Barry,2,578.89,"Pure Cycles Vine 8-Speed - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
1062,Jerri Guthrie,4,1367.0925,"Trek Fuel EX 8 29 - 2016,Surly Ice Cream Truck Frameset - 2016,Surly Straggler - 2016,Electra Townie Original 21D - 2016"
1063,Tammy Austin,4,3733.3100000000004,"Haro Flightline Two 26 Plus - 2017,Trek Stache 5 - 2017,Trek Fuel EX 9.8 29 - 2017,Sun Bicycles Atlas X-Type - 2017"
1064,Patsy Russo,2,569.88,"Haro SR 1.1 - 2017,Electra Girl's Hawaii 1 16"" - 2017"
1065,Desiree Branch,1,501.84000000000003,Sun Bicycles Revolutions 24 - 2017
1066,Raeann Duncan,3,1573.0833333333333,"Haro Shredder 20 - 2017,Electra Relic 3i - 2018,Electra Townie Go! 8i Ladies' - 2018"
1067,Lillia Gillespie,4,1157.8725,"Trek Remedy 29 Carbon Frameset - 2016,Haro SR 1.1 - 2017,Sun Bicycles Biscayne Tandem CB - 2017,Sun Bicycles Streamway 3 - 2017"
1068,Doris Kaufman,4,902.3325000000001,"Electra Townie Original 7D EQ - Women's - 2016,Haro Flightline Two 26 Plus - 2017,Haro SR 1.3 - 2017,Sun Bicycles Cruz 3 - 2017"
1069,Rodolfo Buck,3,3049.5333333333333,"Trek Slash 8 27.5 - 2016,Trek Remedy 29 Carbon Frameset - 2016,Surly Straggler - 2016"
1070,Olimpia Mays,5,2761.2859999999996,"Electra Townie Original 7D EQ - Women's - 2016,Haro SR 1.3 - 2017,Trek Domane SLR 6 Disc - 2017,Sun Bicycles Lil Bolt Type-R - 2017,Sun Bicycles Cruz 3 - 2017"
1071,Shemeka Lyons,4,951.54,"Ritchey Timberwolf Frameset - 2016,Surly Wednesday Frameset - 2016,Pure Cycles Vine 8-Speed - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016"
1072,Maryalice Henry,4,1158.79,"Electra Townie Original 7D EQ - 2016,Sun Bicycles Spider 3i - 2017,Haro Shift R3 - 2017,Trek Boy's Kickster - 2015/2017"
1073,Leeanne Cross,1,1199.84,Electra Townie Original 7D EQ - 2016
1074,Lanelle Guerra,2,569.86,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
1075,Dann Huff,3,965.8566666666666,"Surly Wednesday Frameset - 2016,Pure Cycles William 3-Speed - 2016,Electra Townie Original 7D - 2015/2016"
1076,Sherise Mercer,1,1799.89,Trek Remedy 29 Carbon Frameset - 2016
1077,Heather Perry,1,897.6,Pure Cycles Western 3-Speed - Women's - 2015/2016
1078,Theresia Barron,5,1122.182,"Heller Shagamaw Frame - 2016,Surly Ice Cream Truck Frameset - 2016,Electra Townie Original 21D - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
1079,Cindi Ellis,2,449.855,"Electra Townie Original 7D EQ - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
1080,Mirella Duffy,4,967.0625,"Ritchey Timberwolf Frameset - 2016,Surly Straggler 650b - 2016,Electra Cruiser 1 (24-Inch) - 2016,Pure Cycles William 3-Speed - 2016"
1081,Carson Macias,4,2310.2575,"Heller Shagamaw Frame - 2016,Electra Townie Original 7D EQ - Women's - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Trek Domane S 6 - 2017"
1082,Divina Madden,1,3999.79,Trek Slash 8 27.5 - 2016
1083,Cher Alston,5,851.8799999999999,"Trek X-Caliber 7 - 2018,Electra Cruiser 7D Tall - 2016/2018,Electra Townie Commute 8D - 2018,Electra Townie Original 7D EQ - 2018"
1084,Regine Odom,3,3065.793333333333,"Trek Domane SL 7 Women's - 2018,Surly Pack Rat - 2018,Electra Townie Balloon 8D EQ - 2016/2017/2018"
1085,Adam Thornton,3,2049.5899999999997,"Surly Wednesday Frameset - 2016,Trek Remedy 29 Carbon Frameset - 2016,Surly Straggler - 2016"
1086,Cori Schwartz,5,2744.428,"Surly Wednesday - 2017,Trek Farley Alloy Frameset - 2017,Trek Fuel EX 9.8 29 - 2017,Trek Silque SLR 7 Women's - 2017,Trek Girl's Kickster - 2017"
1087,Willow Gardner,3,877.7866666666665,"Trek Emonda S 4 - 2017,Sun Bicycles Cruz 7 - 2017,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017"
1088,Jane Henderson,3,1535.7166666666665,"Trek Remedy 29 Carbon Frameset - 2016,Haro SR 1.2 - 2017,Sun Bicycles Streamway 7 - 2017"
1089,Chere Mcfadden,3,2519.7599999999998,"Trek Fuel EX 8 29 - 2016,Trek Remedy 29 Carbon Frameset - 2016,Electra Moto 1 - 2016"
1090,Ira Erickson,3,4559.826666666667,"Trek Fuel EX 9.8 29 - 2017,Trek Domane S 6 - 2017,Electra Townie Original 7D - 2017"
1091,Risa Gallagher,5,1063.966,"Haro SR 1.3 - 2017,Sun Bicycles Atlas X-Type - 2017,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,Haro Shredder 20 - 2017,Sun Bicycles Streamway 7 - 2017"
1092,Lavinia Cotton,1,941.58,Sun Bicycles Drifter 7 - 2017
1093,Alejandrina Hodges,5,760.6279999999999,"Surly Ice Cream Truck Frameset - 2017,Trek Farley Alloy Frameset - 2017,Electra Girl's Hawaii 1 16"" - 2017,Sun Bicycles Cruz 3 - 2017,Sun Bicycles Cruz 7 - Women's - 2017"
1094,Keitha Black,2,449.91499999999996,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra Townie Original 7D EQ - 2016"
1095,Corene Swanson,1,448.95,Pure Cycles William 3-Speed - 2016
1096,Tonda Webb,4,1149.8825,"Surly Wednesday Frameset - 2016,Trek Remedy 29 Carbon Frameset - 2016,Electra Moto 1 - 2016,Electra Cruiser 1 (24-Inch) - 2016"
1097,Collen Dennis,4,1158.7875000000001,"Surly Straggler 650b - 2016,Sun Bicycles Lil Kitt'n - 2017,Haro Downtown 16 - 2017,Sun Bicycles Cruz 7 - Women's - 2017"
1098,Treasa Dickerson,2,555.79,"Sun Bicycles Brickell Tandem CB - 2017,Trek Precaliber 24 (21-Speed) - Girls - 2017"
1099,Jewell Reyes,2,549.83,"Haro Shredder Pro 20 - 2017,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017"
1100,Penny Acevedo,4,5099.76,"Trek Domane SL 6 - 2017,Trek Silque SLR 7 Women's - 2017,Trek Precaliber 24 (21-Speed) - Girls - 2017,Electra Savannah 3i (20-inch) - Girl's - 2017"
1101,Louise Flowers,5,897.8860000000001,"Electra Townie Original 7D - 2015/2016,Electra Cruiser Lux 3i - 2018,Electra Townie Commute Go! - 2018,Strider Classic 12 Balance Bike - 2018,Electra Tiger Shark 3i (20-inch) - Boys' - 2018"
1102,Henrietta Wagner,4,1088.795,"Surly Wednesday Frameset - 2016,Pure Cycles Vine 8-Speed - 2016,Pure Cycles William 3-Speed - 2016,Electra Townie Original 7D EQ - 2016"
1103,Ardelia Cooley,3,4783.083333333333,"Trek Fuel EX 8 29 - 2016,Trek Slash 8 27.5 - 2016,Electra Townie Original 21D - 2016"
1104,Khalilah Robertson,2,1269.84,"Electra Cruiser 1 (24-Inch) - 2016,Trek X-Caliber 8 - 2017"
1105,Armando Black,4,753.1500000000001,"Surly Steamroller - 2017,Trek Boy's Kickster - 2015/2017,Electra Townie Original 7D - 2017,Sun Bicycles Drifter 7 - Women's - 2017"
1106,Jerri Henry,1,1751.78,Surly Steamroller - 2017
1107,Lynda Newman,2,1019.81,"Trek Farley Alloy Frameset - 2017,Haro Flightline Two 26 Plus - 2017"
1108,Bao Wade,4,804.7825,"Surly Ice Cream Truck Frameset - 2016,Electra Townie Original 7D EQ - Women's - 2016,Electra Townie Original 21D - 2016,Electra Townie Original 7D - 2015/2016"
1109,Gussie Harding,3,620.4633333333333,"Surly Ice Cream Truck Frameset - 2016,Sun Bicycles Cruz 3 - 2017,Sun Bicycles Drifter 7 - 2017"
1110,Shirely Cantrell,2,664.885,"Electra Cruiser 1 (24-Inch) - 2016,Electra Moto 1 - 2016"
1111,Caroline Jenkins,1,189.89000000000001,Trek Precaliber 12 Boys - 2017
1112,Hollis Rasmussen,3,2066.4666666666667,"Surly Wednesday Frameset - 2016,Trek Conduit+ - 2016,Electra Townie Original 7D EQ - 2016"
1113,Kendra Harrington,5,965.7900000000002,"Surly Straggler 650b - 2016,Electra Townie Original 21D - 2016,Pure Cycles William 3-Speed - 2016,Electra Amsterdam Fashion 7i Ladies' - 2017,Haro Shredder Pro 20 - 2017"
1114,Douglass Blankenship,3,746.4000000000001,"Electra Townie Original 21D - 2016,Haro Flightline One ST - 2017,Trek Precaliber 12 Girls - 2017"
1115,Lina Meadows,5,828.016,"Surly Straggler 650b - 2016,Electra Townie Original 7D EQ - 2016,Electra Girl's Hawaii 1 16"" - 2017,Haro Downtown 16 - 2017,Sun Bicycles Cruz 3 - 2017"
1116,Patria Harper,1,1319.58,Electra Amsterdam Original 3i - 2015/2017
1117,Jeffrey Hill,2,1025.39,"Trek Remedy 29 Carbon Frameset - 2016,Sun Bicycles Revolutions 24 - 2017"
1118,Ja Dillard,4,2324.0750000000003,"Electra Townie Original 21D - 2016,Surly Krampus - 2018,Heller Bloodhound Trail - 2018,Trek Procal AL Frameset - 2018"
1119,Tora Dunlap,3,2349.476666666667,"Trek Conduit+ - 2016,Pure Cycles William 3-Speed - 2016,Electra Townie Original 7D EQ - 2016"
1120,Karole Alvarez,4,1987.345,"Surly Big Dummy Frameset - 2017,Trek Emonda S 4 - 2017,Trek Domane SL 6 - 2017,Sun Bicycles Cruz 3 - 2017"
1121,Shasta Combs,2,1328.76,"Trek Remedy 29 Carbon Frameset - 2016,Pure Cycles Vine 8-Speed - 2016"
1122,Cicely Deleon,4,1842.3624999999997,"Trek Domane ALR 5 Disc - 2018,Electra Townie Go! 8i Ladies' - 2018,Electra Superbolt 3i 20"" - 2018,Electra Townie Balloon 3i EQ Ladies' - 2018"
1123,Raphael O'neil,3,933.1133333333333,"Electra Townie Original 7D - 2015/2016,Sun Bicycles Cruz 3 - 2017,Sun Bicycles Cruz 3 - Women's - 2017"
1124,Hubert Reilly,1,3599.88,Trek Remedy 29 Carbon Frameset - 2016
1125,Caleb England,5,1629.792,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Trek Domane S 6 - 2017,Electra Girl's Hawaii 1 16"" - 2017,Electra Townie Original 7D - 2017,Sun Bicycles Cruz 3 - 2017"
1126,Elmira Levy,4,1857.3825,"Trek Farley Alloy Frameset - 2017,Trek Precaliber 16 Boys - 2017,Electra Savannah 3i (20-inch) - Girl's - 2017,Trek Fuel EX 8 29 XT - 2018"
1127,Waldo Hart,2,1684.8899999999999,"Trek Fuel EX 8 29 - 2016,Surly Ice Cream Truck Frameset - 2016"
1128,Bea Kane,4,714.8675000000001,"Electra Cruiser 1 (24-Inch) - 2016,Haro SR 1.3 - 2017,Electra Townie Original 7D - 2017,Trek Precaliber 16 Boys - 2017"
1129,Gilberto Sanders,4,1235.365,"Trek Conduit+ - 2016,Electra Girl's Hawaii 1 16"" - 2017,Electra Savannah 3i (20-inch) - Girl's - 2017,Sun Bicycles Drifter 7 - 2017"
1130,Benny Bender,1,539.84,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
1131,Desmond Rose,5,3109.8959999999997,"Trek Slash 8 27.5 - 2016,Electra Girl's Hawaii 1 16"" - 2017,Trek Farley Carbon Frameset - 2018,Surly ECR Frameset - 2018,Trek Powerfly 5 FS - 2018"
1132,Parthenia Holman,5,3461.816,"Trek Conduit+ - 2016,Haro Shift R3 - 2017,Trek Domane SL 6 - 2017,Surly Ogre Frameset - 2017,Sun Bicycles Biscayne Tandem 7 - 2017"
1133,Dung King,2,2249.865,"Trek Fuel EX 5 27.5 Plus - 2017,Electra Amsterdam Fashion 7i Ladies' - 2017"
1134,Sherril Alvarado,5,1246.0880000000002,"Pure Cycles Vine 8-Speed - 2016,Trek Farley Alloy Frameset - 2017,Haro Shift R3 - 2017,Sun Bicycles ElectroLite - 2017,Sun Bicycles Boardwalk (24-inch Wheels) - 2017"
1135,Alisia Albert,4,1694.8149999999998,"Electra Glam Punk 3i Ladies' - 2017,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Trek Domane SL 5 Disc - 2018,Electra Relic 3i - 2018"
1136,Kallie Best,5,2445.4900000000002,"Trek Fuel EX 8 29 - 2016,Pure Cycles Vine 8-Speed - 2016,Surly Ice Cream Truck Frameset - 2017,Haro Shift R3 - 2017,Trek Powerfly 8 FS Plus - 2017"
1137,Dottie Roberts,3,2525.8433333333337,"Surly Straggler - 2016,Trek Boone 7 - 2017,Electra Townie 3i EQ (20-inch) - Boys' - 2017"
1138,Hubert Stone,4,2877.41,"Trek Domane SLR 6 Disc - 2017,Trek Madone 9.2 - 2017,Electra Amsterdam Original 3i - 2015/2017,Trek Precaliber 24 (21-Speed) - Girls - 2017"
1139,Gabriella Jones,2,604.865,"Surly Ice Cream Truck Frameset - 2017,Haro Shredder 20 Girls - 2017"
1140,Penney Hall,2,1524.385,"Ritchey Timberwolf Frameset - 2016,Surly Straggler - 2016"
1141,Mallie Osborn,3,1513.0999999999997,"Trek Conduit+ - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Townie Original 7D - 2015/2016"
1142,Britteny Schroeder,1,249.92000000000002,Strider Sport 16 - 2018
1143,Sommer Hopkins,2,673.895,"Pure Cycles Vine 8-Speed - 2016,Electra Townie Original 7D - 2017"
1144,Jewel Sparks,3,2279.853333333333,"Trek Conduit+ - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
1145,Deandrea Vega,5,700.09,"Heller Shagamaw Frame - 2016,Surly Big Dummy Frameset - 2017,Electra Amsterdam Original 3i - 2015/2017,Sun Bicycles Lil Kitt'n - 2017,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017"
1146,Charlsie Carson,1,539.88,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
1147,Kandace Ayers,4,1367.7875,"Surly Ice Cream Truck Frameset - 2016,Surly Straggler 650b - 2016,Electra Townie Original 21D - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
1148,Lenore Valdez,5,1921.7420000000002,"Surly Wednesday Frameset - 2016,Surly Ice Cream Truck Frameset - 2016,Trek Conduit+ - 2016,Electra Townie Original 7D EQ - 2016,Electra Cruiser 1 (24-Inch) - 2016"
1149,Drucilla Gilliam,3,2223.1499999999996,"Trek Fuel EX 8 29 - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
1150,Keturah Reid,4,1934.815,"Surly Wednesday Frameset - 2017,Trek Silque SLR 7 Women's - 2017,Trek Precaliber 12 Girls - 2017,Haro Shredder 20 Girls - 2017"
1151,Herminia Reyes,3,2533.183333333333,"Trek Conduit+ - 2016,Electra Townie Original 21D - 2016,Electra Townie Original 7D - 2015/2016"
1152,Tuyet Rosa,5,1429.204,"Electra Townie Original 21D - 2016,Electra Townie Original 7D - 2015/2016,Surly Karate Monkey 27.5+ Frameset - 2017,Surly Ogre Frameset - 2017,Sun Bicycles Lil Bolt Type-R - 2017"
1153,Ara Vazquez,4,1229.855,"Surly Straggler 650b - 2016,Sun Bicycles Biscayne Tandem CB - 2017,Trek Precaliber 16 Girls - 2017,Electra Savannah 3i (20-inch) - Girl's - 2017"
1154,Barry Albert,2,2003.745,"Trek Precaliber 16 Girls - 2017,Surly ECR 27.5 - 2018"
1155,Verdell Joyner,2,824.9100000000001,"Sun Bicycles Brickell Tandem 7 - 2017,Sun Bicycles Cruz 3 - 2017"
1156,Han Wade,2,1980.91,"Surly Straggler 650b - 2016,Electra Townie Original 7D EQ - 2016"
1157,Anton Barton,1,857.86,Pure Cycles Vine 8-Speed - 2016
1158,Vito Pickett,5,1507.8339999999998,"Electra Townie Original 7D EQ - Women's - 2016,Trek Boone Race Shop Limited - 2017,Sun Bicycles Cruz 3 - 2017,Electra Amsterdam Fashion 7i Ladies' - 2017,Trek Precaliber 12 Girls - 2017"
1159,Charlene Norris,3,2482.5333333333333,"Trek Conduit+ - 2016,Electra Townie Original 21D - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016"
1160,Efren Whitfield,4,906.3199999999999,"Surly Ice Cream Truck Frameset - 2017,Surly Wednesday Frameset - 2017,Surly Troll Frameset - 2017,Electra Townie Original 7D - 2017"
1161,Santa Larson,3,3079.8333333333335,"Electra Townie Go! 8i - 2017/2018,Electra Townie Commute Go! Ladies' - 2018,Trek Precaliber 24 (7-Speed) - Boys - 2018"
1162,Carmelina Sellers,3,2526.5466666666666,"Trek Emonda S 4 - 2017,Trek Domane S 6 - 2017,Electra Townie 7D (20-inch) - Boys' - 2017"
1163,Carmela Hays,4,1247.5525,"Surly Straggler 650b - 2016,Pure Cycles Vine 8-Speed - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra Townie Original 7D EQ - 2016"
1164,Patrina Tanner,2,2799.785,"Trek Fuel EX 9.8 29 - 2017,Electra Girl's Hawaii 1 16"" - 2017"
1165,Rikki Morrow,5,2027.7759999999998,"Trek Slash 8 27.5 - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra Townie Original 7D - 2015/2016"
1166,Junita Reese,1,269.89,Electra Cruiser 1 (24-Inch) - 2016
1167,Ryan Carter,1,3361.84,Surly Straggler 650b - 2016
1168,Almeta Benjamin,1,999.79,Surly Wednesday Frameset - 2016
1169,Beatris Joyner,4,1405.255,"Surly Straggler 650b - 2016,Electra Moto 1 - 2016,Electra Townie Original 7D EQ - 2016"
1170,Mechelle Chan,2,636.91,"Sun Bicycles Atlas X-Type - 2017,Electra Cruiser Lux 1 - 2017"
1171,Earlean Pena,4,3972.3299999999995,"Surly Karate Monkey 27.5+ Frameset - 2017,Trek Lift+ Lowstep - 2018,Trek Powerfly 7 FS - 2018,Trek Precaliber 20 6-speed Girl's - 2018"
1172,Katherin Clark,4,1781.7225,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Trek Marlin 6 - 2018,Heller Shagamaw GX1 - 2018,Trek Domane AL 2 Women's - 2018"
1173,Chanel May,3,776.3666666666667,"Electra Moto 1 - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Townie Original 7D - 2015/2016"
1174,Aaron Knapp,2,3124.4049999999997,"Trek Fuel EX 8 29 - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016"
1175,Sindy Anderson,4,1155.0700000000002,"Heller Shagamaw Frame - 2016,Trek Remedy 29 Carbon Frameset - 2016,Electra Townie Original 7D EQ - Women's - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
1176,Sheree Blanchard,1,559.88,Electra Water Lily 1 (16-inch) - Girl's - 2018
1177,Charlesetta Soto,2,2019.815,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Trek Boone 7 - 2017"
1178,Wendie Nash,2,2111.86,"Sun Bicycles ElectroLite - 2017,Sun Bicycles Streamway 3 - 2017"
1179,Vernetta Banks,3,773.2133333333335,"Ritchey Timberwolf Frameset - 2016,Electra Townie Original 21D - 2016,Electra Cruiser 1 (24-Inch) - 2016"
1180,Myrtle Gardner,2,929.9000000000001,"Electra Amsterdam Original 3i - 2015/2017,Electra Cruiser Lux Fat Tire 1 Ladies - 2017"
1181,Agustina Lawrence,4,674.0575,"Surly Ice Cream Truck Frameset - 2016,Electra Amsterdam Original 3i - 2015/2017,Electra Townie Original 7D - 2017,Sun Bicycles Cruz 7 - 2017"
1182,Trinidad Chapman,4,578.8275,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Pure Cycles Vine 8-Speed - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Pure Cycles William 3-Speed - 2016"
1183,Kim Clark,4,713.375,"Electra Cruiser 1 (24-Inch) - 2016,Trek X-Caliber 8 - 2017,Trek Precaliber 24 (21-Speed) - Girls - 2017,Sun Bicycles Streamway - 2017"
1184,Annabelle Hebert,5,748.942,"Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Sun Bicycles Brickell Tandem 7 - 2017,Electra Girl's Hawaii 1 16"" - 2017,Sun Bicycles Boardwalk (24-inch Wheels) - 2017"
1185,Corine Stuart,4,809.6800000000001,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra Townie Original 21D - 2016,Electra Townie Original 7D - 2015/2016"
1186,Kiesha Bond,1,1320.92,Heller Shagamaw Frame - 2016
1187,Kenyetta Mason,2,1089.73,"Trek Precaliber 12 Boys - 2017,Electra Townie Commute 27D Ladies - 2018"
1188,Marcene Curtis,4,984.33,"Surly Ice Cream Truck Frameset - 2016,Electra Townie Original 7D EQ - Women's - 2016,Sun Bicycles Revolutions 24 - 2017,Sun Bicycles Biscayne Tandem CB - 2017"
1189,Sheila Goodman,3,1256.5866666666666,"Trek Fuel EX 8 29 - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
1190,Romeo Steele,4,1377.2724999999998,"Electra Townie Original 21D - 2016,Surly Steamroller - 2017,Trek Domane S 6 - 2017,Sun Bicycles Atlas X-Type - 2017"
1191,Tam Fisher,2,1819.8899999999999,"Surly Ice Cream Truck Frameset - 2016,Trek Domane S 6 - 2017"
1192,Gena Owens,2,4999.73,"Surly Wednesday Frameset - 2016,Trek Slash 8 27.5 - 2016"
1193,Phebe Soto,3,746.5300000000001,"Ritchey Timberwolf Frameset - 2016,Surly Ice Cream Truck Frameset - 2016,Electra Cruiser 1 (24-Inch) - 2016"
1194,Leticia Snyder,4,502.0475,"Ritchey Timberwolf Frameset - 2016,Pure Cycles William 3-Speed - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
1195,Chantell Bridges,2,6329.884999999999,"Trek Silque SLR 7 Women's - 2017,Electra Amsterdam Original 3i - 2015/2017"
1196,Ileana Holt,1,4999.889999999999,Trek Powerfly 8 FS Plus - 2017
1197,Nakisha Clay,4,795.5475,"Electra Moto 1 - 2016,Trek Session DH 27.5 Carbon Frameset - 2017,Surly Troll Frameset - 2017,Trek Precaliber 24 (21-Speed) - Girls - 2017"
1198,Cheryll Snyder,2,969.78,"Surly Ice Cream Truck Frameset - 2016,Electra Townie Original 7D - 2015/2016"
1199,Consuela Collier,5,3301.8839999999996,"Surly Ice Cream Truck Frameset - 2016,Electra Cruiser 1 (24-Inch) - 2016,Trek Fuel EX 5 27.5 Plus - 2017,Trek Remedy 9.8 - 2017,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017"
1200,Aubrey Durham,4,1636.8525,"Trek Slash 8 27.5 - 2016,Electra Townie Original 21D - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016"
1201,Nita Guy,5,2256.782,"Trek Slash 8 27.5 - 2016,Surly Troll Frameset - 2017,Sun Bicycles Revolutions 24 - 2017,Electra Girl's Hawaii 1 16"" - 2017,Sun Bicycles Streamway 7 - 2017"
1202,Carmina Emerson,3,1659.57,"Trek Slash 8 27.5 - 2016,Pure Cycles Vine 8-Speed - 2016,Electra Townie Original 21D - 2016"
1203,Georgeann Rojas,5,866.5319999999999,"Electra Townie Original 7D EQ - 2016,Surly Wednesday Frameset - 2017,Sun Bicycles Atlas X-Type - 2017,Haro Downtown 16 - 2017,Electra Moto 3i (20-inch) - Boy's - 2017"
1204,Leslie Higgins,2,734.89,"Electra Townie Original 7D EQ - Women's - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
1205,Emmaline Huber,4,3027.51,"Trek Conduit+ - 2016,Surly Straggler - 2016,Surly Straggler 650b - 2016,Electra Townie Original 7D EQ - 2016"
1206,Mercy Brown,5,1494.214,"Heller Shagamaw Frame - 2016,Electra Townie Original 7D EQ - 2016,Surly Karate Monkey 27.5+ Frameset - 2017,Sun Bicycles Revolutions 24 - 2017,Electra Girl's Hawaii 1 16"" - 2017"
1207,Jenell Crosby,1,551.94,Sun Bicycles Streamway 3 - 2017
1208,Leila Barr,4,917.295,"Surly Straggler 650b - 2016,Electra Cruiser 1 (24-Inch) - 2016,Pure Cycles William 3-Speed - 2016,Electra Townie Original 7D - 2015/2016"
1209,Deandrea Cox,5,1029.7040000000002,"Trek Remedy 29 Carbon Frameset - 2016,Electra Moto 1 - 2016,Pure Cycles William 3-Speed - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
1210,Shawnna Frank,4,770.5625,"Heller Shagamaw Frame - 2016,Electra Townie Original 21D - 2016,Electra Cruiser 1 (24-Inch) - 2016,Sun Bicycles Drifter 7 - Women's - 2017"
1211,Brenton Whitaker,3,1233.18,"Ritchey Timberwolf Frameset - 2016,Electra Townie Original 7D EQ - 2016,Electra Townie Original 7D - 2015/2016"
1212,Jaqueline Cummings,2,899.9000000000001,"Electra Townie Original 7D EQ - 2016,Electra Townie Original 7D EQ - Women's - 2016"
1213,Yang Giles,3,2119.8166666666666,"Surly Wednesday Frameset - 2017,Trek Madone 9.2 - 2017,Trek Precaliber 16 Boys - 2017"
1214,Brigid Sharp,4,5574.8949999999995,"Trek Madone 9.2 - 2017,Trek Domane ALR 5 Gravel - 2018,Trek Domane SL 8 Disc - 2018,Trek Powerfly 7 FS - 2018"
1215,Karl Stephens,4,1567.3574999999998,"Electra Townie Original 7D EQ - 2016,Surly Big Dummy Frameset - 2017,Haro SR 1.2 - 2017,Trek Domane SL Disc Frameset - 2017"
1216,Elvina Gates,4,807.81,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Surly Steamroller - 2017,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,Electra Townie 7D (20-inch) - Boys' - 2017"
1217,Carlie Terrell,5,489.408,"Surly Ice Cream Truck Frameset - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Pure Cycles William 3-Speed - 2016"
1218,Donovan Cantrell,1,3361.84,Surly Straggler 650b - 2016
1219,Alden Atkinson,4,1019.045,"Surly Straggler - 2016,Electra Townie Original 21D - 2016,Electra Moto 1 - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016"
1220,Carissa Cross,3,2203.1266666666666,"Trek Fuel EX 8 29 - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
1221,Joy Underwood,1,1099.78,Electra Townie Original 21D - 2016
1222,Geraldine O'donnell,3,555.8199999999999,"Electra Townie Original 7D EQ - 2016,Sun Bicycles Biscayne Tandem CB - 2017,Haro Shredder 20 - 2017"
1223,Bronwyn Vargas,2,2180.68,"Surly Straggler 650b - 2016,Electra Townie Original 7D - 2015/2016"
1224,Abram Copeland,5,5382.661999999999,"Trek Silque SLR 8 Women's - 2017,Trek Domane SLR 6 Disc - 2017,Sun Bicycles ElectroLite - 2017,Sun Bicycles Lil Bolt Type-R - 2017,Electra Amsterdam Original 3i Ladies' - 2017"
1225,Mellisa Griffin,5,2287.8219999999997,"Trek Remedy 29 Carbon Frameset - 2016,Surly Big Dummy Frameset - 2017,Surly Karate Monkey 27.5+ Frameset - 2017,Electra Townie Original 7D - 2017,Electra Savannah 3i (20-inch) - Girl's - 2017"
