customer_id,first_name,last_name,purchase_frequency,avg_order_value,product_preferences
1085,Adam,Thornton,3,1947.1738333333333,"Surly Wednesday Frameset - 2016,Trek Remedy 29 Carbon Frameset - 2016,Surly Straggler - 2016"
1086,Cori,Schwartz,5,2480.1696,"Surly Wednesday - 2017,Trek Farley Alloy Frameset - 2017,Trek Fuel EX 9.8 29 - 2017,Trek Silque SLR 7 Women's - 2017,Trek Girl's Kickster - 2017"
1087,Willow,Gardner,3,730.1886666666668,"Trek Emonda S 4 - 2017,Sun Bicycles Cruz 7 - 2017,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017"
1088,Jane,Henderson,3,1264.3860000000002,"Trek Remedy 29 Carbon Frameset - 2016,Haro SR 1.2 - 2017,Sun Bicycles Streamway 7 - 2017"
1089,Chere,Mcfadden,3,2261.6522333333337,"Trek Fuel EX 8 29 - 2016,Trek Remedy 29 Carbon Frameset - 2016,Electra Moto 1 - 2016"
1090,Ira,Erickson,3,4130.9849,"Trek Fuel EX 9.8 29 - 2017,Trek Domane S 6 - 2017,Electra Townie Original 7D - 2017"
1091,Risa,Gallagher,5,889.0121800000001,"Haro SR 1.3 - 2017,Sun Bicycles Atlas X-Type - 2017,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,Haro Shredder 20 - 2017,Sun Bicycles Streamway 7 - 2017"
1092,Lavinia,Cotton,1,753.5840000000001,Sun Bicycles Drifter 7 - 2017
1093,Alejandrina,Hodges,5,689.4455600000001,"Surly Ice Cream Truck Frameset - 2017,Trek Farley Alloy Frameset - 2017,Electra Girl's Hawaii 1 16"" - 2017,Sun Bicycles Cruz 3 - 2017,Sun Bicycles Cruz 7 - Women's - 2017"
1094,Keitha,Black,2,412.49075,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra Townie Original 7D EQ - 2016"
1095,Corene,Swanson,1,426.54999999999995,Pure Cycles William 3-Speed - 2016
1096,Tonda,Webb,4,1042.33855,"Surly Wednesday Frameset - 2016,Trek Remedy 29 Carbon Frameset - 2016,Electra Moto 1 - 2016,Electra Cruiser 1 (24-Inch) - 2016"
1097,Collen,Dennis,4,1048.826975,"Surly Straggler 650b - 2016,Sun Bicycles Lil Kitt'n - 2017,Haro Downtown 16 - 2017,Sun Bicycles Cruz 7 - Women's - 2017"
1098,Treasa,Dickerson,2,444.79200000000003,"Sun Bicycles Brickell Tandem CB - 2017,Trek Precaliber 24 (21-Speed) - Girls - 2017"
1099,Jewell,Reyes,2,509.9815,"Haro Shredder Pro 20 - 2017,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017"
1100,Penny,Acevedo,4,4667.7322,"Trek Domane SL 6 - 2017,Trek Silque SLR 7 Women's - 2017,Trek Precaliber 24 (21-Speed) - Girls - 2017,Electra Savannah 3i (20-inch) - Girl's - 2017"
1101,Louise,Flowers,5,839.3910400000001,"Electra Townie Original 7D - 2015/2016,Electra Cruiser Lux 3i - 2018,Electra Townie Commute Go! - 2018,Strider Classic 12 Balance Bike - 2018,Electra Tiger Shark 3i (20-inch) - Boys' - 2018"
1102,Henrietta,Wagner,4,972.878125,"Surly Wednesday Frameset - 2016,Pure Cycles Vine 8-Speed - 2016,Pure Cycles William 3-Speed - 2016,Electra Townie Original 7D EQ - 2016"
1103,Ardelia,Cooley,3,4111.652333333333,"Trek Fuel EX 8 29 - 2016,Trek Slash 8 27.5 - 2016,Electra Townie Original 21D - 2016"
1104,Khalilah,Robertson,2,1181.0814,"Electra Cruiser 1 (24-Inch) - 2016,Trek X-Caliber 8 - 2017"
1105,Armando,Black,4,710.7683499999999,"Surly Steamroller - 2017,Trek Boy's Kickster - 2015/2017,Electra Townie Original 7D - 2017,Sun Bicycles Drifter 7 - Women's - 2017"
1106,Jerri,Henry,1,1576.7820000000002,Surly Steamroller - 2017
1107,Lynda,Newman,2,934.4817,"Trek Farley Alloy Frameset - 2017,Haro Flightline Two 26 Plus - 2017"
1108,Bao,Wade,4,698.262025,"Surly Ice Cream Truck Frameset - 2016,Electra Townie Original 7D EQ - Women's - 2016,Electra Townie Original 21D - 2016,Electra Townie Original 7D - 2015/2016"
1109,Gussie,Harding,3,531.8885666666666,"Surly Ice Cream Truck Frameset - 2016,Sun Bicycles Cruz 3 - 2017,Sun Bicycles Drifter 7 - 2017"
1110,Shirely,Cantrell,2,624.986,"Electra Cruiser 1 (24-Inch) - 2016,Electra Moto 1 - 2016"
1111,Caroline,Jenkins,1,170.991,Trek Precaliber 12 Boys - 2017
1112,Hollis,Rasmussen,3,1903.3185,"Surly Wednesday Frameset - 2016,Trek Conduit+ - 2016,Electra Townie Original 7D EQ - 2016"
1113,Kendra,Harrington,5,834.38958,"Surly Straggler 650b - 2016,Electra Townie Original 21D - 2016,Pure Cycles William 3-Speed - 2016,Electra Amsterdam Fashion 7i Ladies' - 2017,Haro Shredder Pro 20 - 2017"
1114,Douglass,Blankenship,3,650.4491333333334,"Electra Townie Original 21D - 2016,Haro Flightline One ST - 2017,Trek Precaliber 12 Girls - 2017"
1115,Lina,Meadows,5,744.1777,"Surly Straggler 650b - 2016,Electra Townie Original 7D EQ - 2016,Electra Girl's Hawaii 1 16"" - 2017,Haro Downtown 16 - 2017,Sun Bicycles Cruz 3 - 2017"
1116,Patria,Harper,1,1055.9840000000002,Electra Amsterdam Original 3i - 2015/2017
1117,Jeffrey,Hill,2,922.941,"Trek Remedy 29 Carbon Frameset - 2016,Sun Bicycles Revolutions 24 - 2017"
1118,Ja,Dillard,4,1986.8605000000002,"Electra Townie Original 21D - 2016,Surly Krampus - 2018,Heller Bloodhound Trail - 2018,Trek Procal AL Frameset - 2018"
1119,Tora,Dunlap,3,1925.1815666666664,"Trek Conduit+ - 2016,Pure Cycles William 3-Speed - 2016,Electra Townie Original 7D EQ - 2016"
1120,Karole,Alvarez,4,1789.9889249999999,"Surly Big Dummy Frameset - 2017,Trek Emonda S 4 - 2017,Trek Domane SL 6 - 2017,Sun Bicycles Cruz 3 - 2017"
1121,Shasta,Combs,2,1180.19535,"Trek Remedy 29 Carbon Frameset - 2016,Pure Cycles Vine 8-Speed - 2016"
1122,Cicely,Deleon,4,1675.36375,"Trek Domane ALR 5 Disc - 2018,Electra Townie Go! 8i Ladies' - 2018,Electra Superbolt 3i 20"" - 2018,Electra Townie Balloon 3i EQ Ladies' - 2018"
1123,Raphael,O'neil,3,836.6486666666666,"Electra Townie Original 7D - 2015/2016,Sun Bicycles Cruz 3 - 2017,Sun Bicycles Cruz 3 - Women's - 2017"
1124,Hubert,Reilly,1,3419.9809999999998,Trek Remedy 29 Carbon Frameset - 2016
1125,Caleb,England,5,1467.8839,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Trek Domane S 6 - 2017,Electra Girl's Hawaii 1 16"" - 2017,Electra Townie Original 7D - 2017,Sun Bicycles Cruz 3 - 2017"
1126,Elmira,Levy,4,1679.63855,"Trek Farley Alloy Frameset - 2017,Trek Precaliber 16 Boys - 2017,Electra Savannah 3i (20-inch) - Girl's - 2017,Trek Fuel EX 8 29 XT - 2018"
1127,Waldo,Hart,2,1516.491,"Trek Fuel EX 8 29 - 2016,Surly Ice Cream Truck Frameset - 2016"
1128,Bea,Kane,4,660.811175,"Electra Cruiser 1 (24-Inch) - 2016,Haro SR 1.3 - 2017,Electra Townie Original 7D - 2017,Trek Precaliber 16 Boys - 2017"
1129,Gilberto,Sanders,4,1124.2512,"Trek Conduit+ - 2016,Electra Girl's Hawaii 1 16"" - 2017,Electra Savannah 3i (20-inch) - Girl's - 2017,Sun Bicycles Drifter 7 - 2017"
1130,Benny,Bender,1,502.1814,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
1131,Desmond,Rose,5,2913.2869,"Trek Slash 8 27.5 - 2016,Electra Girl's Hawaii 1 16"" - 2017,Trek Farley Carbon Frameset - 2018,Surly ECR Frameset - 2018,Trek Powerfly 5 FS - 2018"
1132,Parthenia,Holman,5,3041.18568,"Trek Conduit+ - 2016,Haro Shift R3 - 2017,Trek Domane SL 6 - 2017,Surly Ogre Frameset - 2017,Sun Bicycles Biscayne Tandem 7 - 2017"
1133,Dung,King,2,2057.9862,"Trek Fuel EX 5 27.5 Plus - 2017,Electra Amsterdam Fashion 7i Ladies' - 2017"
1134,Sherril,Alvarado,5,1144.7488200000003,"Pure Cycles Vine 8-Speed - 2016,Trek Farley Alloy Frameset - 2017,Haro Shift R3 - 2017,Sun Bicycles ElectroLite - 2017,Sun Bicycles Boardwalk (24-inch Wheels) - 2017"
1135,Alisia,Albert,4,1537.734175,"Electra Glam Punk 3i Ladies' - 2017,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Trek Domane SL 5 Disc - 2018,Electra Relic 3i - 2018"
1136,Kallie,Best,5,2285.7306,"Trek Fuel EX 8 29 - 2016,Pure Cycles Vine 8-Speed - 2016,Surly Ice Cream Truck Frameset - 2017,Haro Shift R3 - 2017,Trek Powerfly 8 FS Plus - 2017"
1137,Dottie,Roberts,3,2218.1578000000004,"Surly Straggler - 2016,Trek Boone 7 - 2017,Electra Townie 3i EQ (20-inch) - Boys' - 2017"
1138,Hubert,Stone,4,2635.4908,"Trek Domane SLR 6 Disc - 2017,Trek Madone 9.2 - 2017,Electra Amsterdam Original 3i - 2015/2017,Trek Precaliber 24 (21-Speed) - Girls - 2017"
1139,Gabriella,Jones,2,499.74125000000004,"Surly Ice Cream Truck Frameset - 2017,Haro Shredder 20 Girls - 2017"
1140,Penney,Hall,2,1417.7757,"Ritchey Timberwolf Frameset - 2016,Surly Straggler - 2016"
1141,Mallie,Osborn,3,1378.6521666666667,"Trek Conduit+ - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Townie Original 7D - 2015/2016"
1142,Britteny,Schroeder,1,232.4907,Strider Sport 16 - 2018
1143,Sommer,Hopkins,2,628.0455,"Pure Cycles Vine 8-Speed - 2016,Electra Townie Original 7D - 2017"
1144,Jewel,Sparks,3,2062.3846333333336,"Trek Conduit+ - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
1145,Deandrea,Vega,5,634.48898,"Heller Shagamaw Frame - 2016,Surly Big Dummy Frameset - 2017,Electra Amsterdam Original 3i - 2015/2017,Sun Bicycles Lil Kitt'n - 2017,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017"
1146,Charlsie,Carson,1,512.981,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
1147,Kandace,Ayers,4,1251.1494500000001,"Surly Ice Cream Truck Frameset - 2016,Surly Straggler 650b - 2016,Electra Townie Original 21D - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
1148,Lenore,Valdez,5,1601.8064200000001,"Surly Wednesday Frameset - 2016,Surly Ice Cream Truck Frameset - 2016,Trek Conduit+ - 2016,Electra Townie Original 7D EQ - 2016,Electra Cruiser 1 (24-Inch) - 2016"
1149,Drucilla,Gilliam,3,2088.6516666666666,"Trek Fuel EX 8 29 - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
1150,Keturah,Reid,4,1772.9841749999998,"Surly Wednesday Frameset - 2017,Trek Silque SLR 7 Women's - 2017,Trek Precaliber 12 Girls - 2017,Haro Shredder 20 Girls - 2017"
1151,Herminia,Reyes,3,2379.9846666666667,"Trek Conduit+ - 2016,Electra Townie Original 21D - 2016,Electra Townie Original 7D - 2015/2016"
1152,Tuyet,Rosa,5,1168.2198400000002,"Electra Townie Original 21D - 2016,Electra Townie Original 7D - 2015/2016,Surly Karate Monkey 27.5+ Frameset - 2017,Surly Ogre Frameset - 2017,Sun Bicycles Lil Bolt Type-R - 2017"
1153,Ara,Vazquez,4,1116.6613000000002,"Surly Straggler 650b - 2016,Sun Bicycles Biscayne Tandem CB - 2017,Trek Precaliber 16 Girls - 2017,Electra Savannah 3i (20-inch) - Girl's - 2017"
1154,Barry,Albert,2,1613.6955,"Trek Precaliber 16 Girls - 2017,Surly ECR 27.5 - 2018"
1155,Verdell,Joyner,2,783.73575,"Sun Bicycles Brickell Tandem 7 - 2017,Sun Bicycles Cruz 3 - 2017"
1156,Han,Wade,2,1881.9357499999999,"Surly Straggler 650b - 2016,Electra Townie Original 7D EQ - 2016"
1157,Anton,Barton,1,797.9399999999999,Pure Cycles Vine 8-Speed - 2016
1158,Vito,Pickett,5,1350.9875200000001,"Electra Townie Original 7D EQ - Women's - 2016,Trek Boone Race Shop Limited - 2017,Sun Bicycles Cruz 3 - 2017,Electra Amsterdam Fashion 7i Ladies' - 2017,Trek Precaliber 12 Girls - 2017"
1159,Charlene,Norris,3,2254.857566666667,"Trek Conduit+ - 2016,Electra Townie Original 21D - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016"
1160,Efren,Whitfield,4,777.7141750000001,"Surly Ice Cream Truck Frameset - 2017,Surly Wednesday Frameset - 2017,Surly Troll Frameset - 2017,Electra Townie Original 7D - 2017"
1161,Santa,Larson,3,2815.3181666666665,"Electra Townie Go! 8i - 2017/2018,Electra Townie Commute Go! Ladies' - 2018,Trek Precaliber 24 (7-Speed) - Boys - 2018"
1162,Carmelina,Sellers,3,2385.7843666666668,"Trek Emonda S 4 - 2017,Trek Domane S 6 - 2017,Electra Townie 7D (20-inch) - Boys' - 2017"
1163,Carmela,Hays,4,1046.631675,"Surly Straggler 650b - 2016,Pure Cycles Vine 8-Speed - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra Townie Original 7D EQ - 2016"
1164,Patrina,Tanner,2,2269.987,"Trek Fuel EX 9.8 29 - 2017,Electra Girl's Hawaii 1 16"" - 2017"
1165,Rikki,Morrow,5,1860.3860799999998,"Trek Slash 8 27.5 - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra Townie Original 7D - 2015/2016"
1166,Junita,Reese,1,242.991,Electra Cruiser 1 (24-Inch) - 2016
1167,Ryan,Carter,1,3126.6414,Surly Straggler 650b - 2016
1168,Almeta,Benjamin,1,799.9920000000001,Surly Wednesday Frameset - 2016
1169,Beatris,Joyner,4,1166.3873,"Surly Straggler 650b - 2016,Electra Moto 1 - 2016,Electra Townie Original 7D EQ - 2016,Electra Townie Original 7D EQ - 2016"
1170,Mechelle,Chan,2,605.1357499999999,"Sun Bicycles Atlas X-Type - 2017,Electra Cruiser Lux 1 - 2017"
1171,Earlean,Pena,4,3562.41155,"Surly Karate Monkey 27.5+ Frameset - 2017,Trek Lift+ Lowstep - 2018,Trek Powerfly 7 FS - 2018,Trek Precaliber 20 6-speed Girl's - 2018"
1172,Katherin,Clark,4,1444.4416750000003,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Trek Marlin 6 - 2018,Heller Shagamaw GX1 - 2018,Trek Domane AL 2 Women's - 2018"
1173,Chanel,May,3,634.8195000000001,"Electra Moto 1 - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Townie Original 7D - 2015/2016"
1174,Aaron,Knapp,2,2963.7754999999997,"Trek Fuel EX 8 29 - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016"
1175,Sindy,Anderson,4,1023.214175,"Heller Shagamaw Frame - 2016,Trek Remedy 29 Carbon Frameset - 2016,Electra Townie Original 7D EQ - Women's - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
1176,Sheree,Blanchard,1,531.981,Electra Water Lily 1 (16-inch) - Girl's - 2018
1177,Charlesetta,Soto,2,1651.0867,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Trek Boone 7 - 2017"
1178,Wendie,Nash,2,1975.1812,"Sun Bicycles ElectroLite - 2017,Sun Bicycles Streamway 3 - 2017"
1179,Vernetta,Banks,3,707.8544,"Ritchey Timberwolf Frameset - 2016,Electra Townie Original 21D - 2016,Electra Cruiser 1 (24-Inch) - 2016"
1180,Myrtle,Gardner,2,876.88585,"Electra Amsterdam Original 3i - 2015/2017,Electra Cruiser Lux Fat Tire 1 Ladies - 2017"
1181,Agustina,Lawrence,4,570.9518,"Surly Ice Cream Truck Frameset - 2016,Electra Amsterdam Original 3i - 2015/2017,Electra Townie Original 7D - 2017,Sun Bicycles Cruz 7 - 2017"
1182,Trinidad,Chapman,4,513.088,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Pure Cycles Vine 8-Speed - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Pure Cycles William 3-Speed - 2016"
1183,Kim,Clark,4,666.2411000000001,"Electra Cruiser 1 (24-Inch) - 2016,Trek X-Caliber 8 - 2017,Trek Precaliber 24 (21-Speed) - Girls - 2017,Sun Bicycles Streamway - 2017"
1184,Annabelle,Hebert,5,657.4644000000001,"Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Sun Bicycles Brickell Tandem 7 - 2017,Electra Girl's Hawaii 1 16"" - 2017,Sun Bicycles Boardwalk (24-inch Wheels) - 2017"
1185,Corine,Stuart,4,700.4830000000001,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra Townie Original 21D - 2016,Electra Townie Original 7D - 2015/2016"
1186,Kiesha,Bond,1,1228.5207,Heller Shagamaw Frame - 2016
1187,Kenyetta,Mason,2,1006.9825000000001,"Trek Precaliber 12 Boys - 2017,Electra Townie Commute 27D Ladies - 2018"
1188,Marcene,Curtis,4,917.2315000000001,"Surly Ice Cream Truck Frameset - 2016,Electra Townie Original 7D EQ - Women's - 2016,Sun Bicycles Revolutions 24 - 2017,Sun Bicycles Biscayne Tandem CB - 2017"
1189,Sheila,Goodman,3,1193.8206666666665,"Trek Fuel EX 8 29 - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
1190,Romeo,Steele,4,1230.737125,"Electra Townie Original 21D - 2016,Surly Steamroller - 2017,Trek Domane S 6 - 2017,Sun Bicycles Atlas X-Type - 2017"
1191,Tam,Fisher,2,1719.58595,"Surly Ice Cream Truck Frameset - 2016,Trek Domane S 6 - 2017"
1192,Gena,Owens,2,4149.9825,"Surly Wednesday Frameset - 2016,Trek Slash 8 27.5 - 2016"
1193,Phebe,Soto,3,674.6879,"Ritchey Timberwolf Frameset - 2016,Surly Ice Cream Truck Frameset - 2016,Electra Cruiser 1 (24-Inch) - 2016"
1194,Leticia,Snyder,4,423.13425000000007,"Ritchey Timberwolf Frameset - 2016,Pure Cycles William 3-Speed - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
1195,Chantell,Bridges,2,5996.986,"Trek Silque SLR 7 Women's - 2017,Electra Amsterdam Original 3i - 2015/2017"
1196,Ileana,Holt,1,4499.991,Trek Powerfly 8 FS Plus - 2017
1197,Nakisha,Clay,4,700.074375,"Electra Moto 1 - 2016,Trek Session DH 27.5 Carbon Frameset - 2017,Surly Troll Frameset - 2017,Trek Precaliber 24 (21-Speed) - Girls - 2017"
1198,Cheryll,Snyder,2,872.9820000000001,"Surly Ice Cream Truck Frameset - 2016,Electra Townie Original 7D - 2015/2016"
1199,Consuela,Collier,5,3091.1249999999995,"Surly Ice Cream Truck Frameset - 2016,Electra Cruiser 1 (24-Inch) - 2016,Trek Fuel EX 5 27.5 Plus - 2017,Trek Remedy 9.8 - 2017,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017"
1200,Aubrey,Durham,4,1391.391125,"Trek Slash 8 27.5 - 2016,Electra Townie Original 21D - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Electra Townie Original 21D - 2016"
1201,Nita,Guy,5,1874.47402,"Trek Slash 8 27.5 - 2016,Surly Troll Frameset - 2017,Sun Bicycles Revolutions 24 - 2017,Electra Girl's Hawaii 1 16"" - 2017,Sun Bicycles Streamway 7 - 2017"
1202,Carmina,Emerson,3,1499.1939,"Trek Slash 8 27.5 - 2016,Pure Cycles Vine 8-Speed - 2016,Electra Townie Original 21D - 2016"
1203,Georgeann,Rojas,5,763.64248,"Electra Townie Original 7D EQ - 2016,Surly Wednesday Frameset - 2017,Sun Bicycles Atlas X-Type - 2017,Haro Downtown 16 - 2017,Electra Moto 3i (20-inch) - Boy's - 2017"
1204,Leslie,Higgins,2,686.23595,"Electra Townie Original 7D EQ - Women's - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
1205,Emmaline,Huber,4,2640.9120000000003,"Trek Conduit+ - 2016,Surly Straggler - 2016,Surly Straggler 650b - 2016,Electra Townie Original 7D EQ - 2016"
1206,Mercy,Brown,5,1247.85574,"Heller Shagamaw Frame - 2016,Electra Townie Original 7D EQ - 2016,Surly Karate Monkey 27.5+ Frameset - 2017,Sun Bicycles Revolutions 24 - 2017,Electra Girl's Hawaii 1 16"" - 2017"
1207,Jenell,Crosby,1,524.3905,Sun Bicycles Streamway 3 - 2017
1208,Leila,Barr,4,786.08175,"Surly Straggler 650b - 2016,Electra Cruiser 1 (24-Inch) - 2016,Pure Cycles William 3-Speed - 2016,Electra Townie Original 7D - 2015/2016"
1209,Deandrea,Cox,5,955.6047199999999,"Trek Remedy 29 Carbon Frameset - 2016,Electra Moto 1 - 2016,Pure Cycles William 3-Speed - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
1210,Shawnna,Frank,4,676.2517499999999,"Heller Shagamaw Frame - 2016,Electra Townie Original 21D - 2016,Electra Cruiser 1 (24-Inch) - 2016,Sun Bicycles Drifter 7 - Women's - 2017"
1211,Brenton,Whitaker,3,1146.648,"Ritchey Timberwolf Frameset - 2016,Electra Townie Original 7D EQ - 2016,Electra Townie Original 7D - 2015/2016"
1212,Jaqueline,Cummings,2,848.98585,"Electra Townie Original 7D EQ - 2016,Electra Townie Original 7D EQ - Women's - 2016"
1213,Yang,Giles,3,1748.3183333333334,"Surly Wednesday Frameset - 2017,Trek Madone 9.2 - 2017,Trek Precaliber 16 Boys - 2017"
1214,Brigid,Sharp,4,5162.238425,"Trek Madone 9.2 - 2017,Trek Domane ALR 5 Gravel - 2018,Trek Domane SL 8 Disc - 2018,Trek Powerfly 7 FS - 2018"
1215,Karl,Stephens,4,1436.4887999999999,"Electra Townie Original 7D EQ - 2016,Surly Big Dummy Frameset - 2017,Haro SR 1.2 - 2017,Trek Domane SL Disc Frameset - 2017"
1216,Elvina,Gates,4,695.13675,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Surly Steamroller - 2017,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,Electra Townie 7D (20-inch) - Boys' - 2017"
1217,Carlie,Terrell,5,426.78528000000006,"Surly Ice Cream Truck Frameset - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Pure Cycles William 3-Speed - 2016"
1218,Donovan,Cantrell,1,3126.6414,Surly Straggler 650b - 2016
1219,Alden,Atkinson,4,871.017975,"Surly Straggler - 2016,Electra Townie Original 21D - 2016,Electra Moto 1 - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016"
1220,Carissa,Cross,3,1801.3518999999997,"Trek Fuel EX 8 29 - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
1221,Joy,Underwood,1,989.9820000000001,Electra Townie Original 21D - 2016
1222,Geraldine,O'donnell,3,480.3883333333333,"Electra Townie Original 7D EQ - 2016,Sun Bicycles Biscayne Tandem CB - 2017,Haro Shredder 20 - 2017"
1223,Bronwyn,Vargas,2,1794.7830000000001,"Surly Straggler 650b - 2016,Electra Townie Original 7D - 2015/2016"
1224,Abram,Copeland,5,4921.405220000001,"Trek Silque SLR 8 Women's - 2017,Trek Domane SLR 6 Disc - 2017,Sun Bicycles ElectroLite - 2017,Sun Bicycles Lil Bolt Type-R - 2017,Electra Amsterdam Original 3i Ladies' - 2017"
1225,Mellisa,Griffin,5,2010.1256199999996,"Trek Remedy 29 Carbon Frameset - 2016,Surly Big Dummy Frameset - 2017,Surly Karate Monkey 27.5+ Frameset - 2017,Electra Townie Original 7D - 2017,Electra Savannah 3i (20-inch) - Girl's - 2017"
1226,Qiana,Jackson,5,397.61001999999996,"Electra Townie Original 21D - 2016,Electra Cruiser 1 (24-Inch) - 2016,Sun Bicycles Lil Bolt Type-R - 2017,Trek Girl's Kickster - 2017,Trek Precaliber 12 Boys - 2017"
1227,Magali,Dixon,3,2529.1718,"Surly Wednesday Frameset - 2016,Trek Conduit+ - 2016,Pure Cycles Vine 8-Speed - 2016"
1228,Zulema,Clemons,1,512.981,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
1229,Carina,Lynch,5,541.5655599999999,"Surly Wednesday Frameset - 2016,Sun Bicycles Lil Bolt Type-R - 2017,Electra Cruiser Lux 1 - 2017,Sun Bicycles Lil Kitt'n - 2017,Haro Shredder 20 - 2017"
1230,Jesus,Burch,3,2354.487966666666,"Trek Domane SL 6 - 2017,Haro Downtown 16 - 2017,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017"
1231,Selene,Vega,4,529.8147500000001,"Sun Bicycles Atlas X-Type - 2017,Trek Marlin 5 - 2018,Electra White Water 3i - 2018,Electra Townie Original 1 - 2018"
1232,Jong,Guthrie,3,630.3708333333333,"Electra Townie Original 7D EQ - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Electra Cruiser 1 (24-Inch) - 2016"
1233,Lise,Hebert,4,1253.9344250000001,"Heller Shagamaw Frame - 2016,Electra Cruiser 1 (24-Inch) - 2016,Surly Wednesday - 2017,Sun Bicycles Streamway - 2017"
1234,Joshua,Berg,4,517.363725,"Surly Ice Cream Truck Frameset - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Moto 1 - 2016,Electra Townie Original 7D - 2015/2016"
1235,Georgina,Gonzales,2,2708.98635,"Electra Townie Original 7D EQ - Women's - 2016,Trek Domane S 6 - 2017"
1236,Rudolph,Velez,3,2754.6223333333332,"Trek Fuel EX 8 29 - 2016,Trek Slash 8 27.5 - 2016,Sun Bicycles Drifter 7 - Women's - 2017"
1237,Luke,Kramer,5,2484.1426,"Trek Slash 8 27.5 - 2016,Surly Straggler 650b - 2016,Electra Townie Original 21D - 2016,Electra Townie Original 7D EQ - 2016,Electra Townie Original 21D - 2016"
1238,Edgar,Quinn,2,3996.9325,"Trek Conduit+ - 2016,Surly Straggler 650b - 2016"
1239,Tara,Maynard,2,300.7906,"Electra Cruiser 7D Ladies' - 2016/2018,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018"
1240,Bella,Perez,3,1814.985333333333,"Trek 820 - 2018,Trek Lift+ - 2018,Electra Cruiser 1 Ladies' - 2018"
1241,Nathaniel,Davidson,1,1115.9814,Electra Townie Original 7D EQ - Women's - 2016
1242,Chauncey,Donaldson,3,1587.4877,"Trek Slash 8 27.5 - 2016,Haro SR 1.2 - 2017,Trek Precaliber 12 Girls - 2017"
1243,Heide,Reed,2,791.0817,"Electra Cruiser 1 (24-Inch) - 2016,Electra Townie Original 7D EQ - 2016"
1244,Trang,Hardin,3,1910.8217333333332,"Electra Townie Original 21D - 2016,Trek Madone 9.2 - 2017,Trek Precaliber 24 (21-Speed) - Girls - 2017"
1245,Gabriela,Warren,4,1836.4343499999998,"Trek Conduit+ - 2016,Surly Straggler 650b - 2016,Electra Townie Original 21D - 2016,Electra Townie Original 7D - 2015/2016"
1246,Dale,Rasmussen,3,1389.2820000000002,"Heller Shagamaw Frame - 2016,Sun Bicycles Biscayne Tandem 7 - 2017,Electra Girl's Hawaii 1 16"" - 2017"
