customer_name,product_name,quantity,store_name
Queenie Vance,Surly Big Dummy Frameset - 2017,2,Baldwin Bikes
Queenie Vance,Electra Amsterdam Original 3i - 2015/2017,1,Baldwin Bikes
Mellie Puckett,Surly Wednesday Frameset - 2016,1,Baldwin Bikes
Mellie Puckett,Sun Bicycles Revolutions 24 - 2017,1,Baldwin Bikes
Mellie Puckett,Trek Fuel EX 7 29 - 2018,2,Baldwin Bikes
Mellie Puckett,Electra Koa 3i Ladies' - 2018,1,Baldwin Bikes
Jayne Kirkland,Surly Karate Monkey 27.5+ Frameset - 2017,1,Rowlett Bikes
Jayne Kirkland,Trek Remedy 7 27.5 - 2018,1,Rowlett Bikes
Jayne Kirkland,Trek Crockett 7 Disc - 2018,1,Rowlett Bikes
Jayne Kirkland,Electra Amsterdam Fashion 3i Ladies' - 2017/2018,1,Rowlett Bikes
Sheila Travis,Trek Dual Sport+ - 2018,2,Rowlett Bikes
Sheila Travis,Trek Precaliber 12 Boy's - 2018,2,Rowlett Bikes
Jenine Dawson,Trek Emonda S 4 - 2017,2,Baldwin Bikes
Jenine Dawson,Trek Domane ALR 4 Disc Women's - 2018,2,Baldwin Bikes
Jenine Dawson,Trek Domane AL 3 Women's - 2018,1,Baldwin Bikes
Jenine Dawson,Electra Koa 3i Ladies' - 2018,2,Baldwin Bikes
Cher Alston,Trek X-Caliber 7 - 2018,2,Baldwin Bikes
Cher Alston,Electra Cruiser 7D Tall - 2016/2018,1,Baldwin Bikes
Cher Alston,Electra Townie Commute 8D - 2018,1,Baldwin Bikes
Cher Alston,Electra Townie Original 7D EQ - 2018,1,Baldwin Bikes
Cher Alston,Electra Townie Commute 8D - 2018,1,Baldwin Bikes
Ayana Keith,Electra Cruiser 1 (24-Inch) - 2016,1,Santa Cruz Bikes
Ayana Keith,Trek Domane S 6 - 2017,1,Santa Cruz Bikes
Ayana Keith,Sun Bicycles Cruz 7 - 2017,1,Santa Cruz Bikes
Ayana Keith,Trek Domane ALR 3 - 2018,1,Santa Cruz Bikes
Ayana Keith,Electra Heartchya 1 (20-inch) - Girl's - 2018,2,Santa Cruz Bikes
Rod Hatfield,Electra Townie Original 7D - 2017,2,Baldwin Bikes
Rod Hatfield,Electra Cruiser Lux 1 Ladies' - 2018,2,Baldwin Bikes
Rod Hatfield,Electra Cruiser Lux 7D Ladies' - 2018,1,Baldwin Bikes
Rod Hatfield,Electra Townie Original 21D EQ Ladies' - 2018,2,Baldwin Bikes
Rod Hatfield,Electra Cyclosaurus 1 (16-inch) - Boy's - 2018,1,Baldwin Bikes
Cicely Deleon,Trek Domane ALR 5 Disc - 2018,2,Baldwin Bikes
Cicely Deleon,Electra Townie Go! 8i Ladies' - 2018,1,Baldwin Bikes
Cicely Deleon,"Electra Superbolt 3i 20"" - 2018",1,Baldwin Bikes
Cicely Deleon,Electra Townie Balloon 3i EQ Ladies' - 2018,1,Baldwin Bikes
Erma Salinas,Haro Shredder 20 Girls - 2017,2,Baldwin Bikes
Erma Salinas,Trek Domane AL 3 - 2018,2,Baldwin Bikes
Erma Salinas,"Electra Treasure 3i 20"" - 2018",1,Baldwin Bikes
Erma Salinas,Electra Water Lily 1 (16-inch) - Girl's - 2018,1,Baldwin Bikes
Minerva Decker,Electra Townie Original 21D - 2016,1,Rowlett Bikes
Minerva Decker,Sun Bicycles Biscayne Tandem CB - 2017,1,Rowlett Bikes
Minerva Decker,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,2,Rowlett Bikes
Minerva Decker,Trek Super Commuter+ 8S - 2018,2,Rowlett Bikes
Minerva Decker,Electra Townie Original 21D EQ - 2017/2018,2,Rowlett Bikes
Augustina Joyner,Electra Cruiser 1 (24-Inch) - 2016,1,Baldwin Bikes
Augustina Joyner,Trek Fuel EX 5 27.5 Plus - 2017,1,Baldwin Bikes
Augustina Joyner,Sun Bicycles Lil Kitt'n - 2017,2,Baldwin Bikes
Augustina Joyner,Trek Emonda SLR 6 - 2018,2,Baldwin Bikes
Augustina Joyner,Trek Powerfly 7 FS - 2018,2,Baldwin Bikes
Delfina Gilliam,Trek Fuel EX 5 Plus - 2018,2,Baldwin Bikes
Jana Thomas,Electra Cruiser 1 (24-Inch) - 2016,2,Santa Cruz Bikes
Jana Thomas,Trek X-Caliber 8 - 2017,2,Santa Cruz Bikes
Jana Thomas,Trek Domane SL Frameset Women's - 2018,1,Santa Cruz Bikes
Jana Thomas,Trek Conduit+ - 2018,1,Santa Cruz Bikes
Jana Thomas,Trek Boone 7 Disc - 2018,1,Santa Cruz Bikes
Ruth Horton,Trek Domane SL 7 Women's - 2018,1,Baldwin Bikes
Hae Ramirez,Trek Emonda SLR 8 - 2018,2,Baldwin Bikes
Mellisa Kim,Trek Domane SLR Frameset - 2018,1,Santa Cruz Bikes
Raeann Duncan,Haro Shredder 20 - 2017,2,Santa Cruz Bikes
Raeann Duncan,Electra Relic 3i - 2018,2,Santa Cruz Bikes
Raeann Duncan,Electra Townie Go! 8i Ladies' - 2018,1,Santa Cruz Bikes
Todd Waters,Trek Domane SLR 6 Disc - 2017,2,Baldwin Bikes
Todd Waters,Sun Bicycles Revolutions 24 - 2017,2,Baldwin Bikes
Todd Waters,Electra Queen of Hearts 3i - 2018,2,Baldwin Bikes
Todd Waters,Electra Daydreamer 3i Ladies' - 2018,2,Baldwin Bikes
Vivian Deleon,Sun Bicycles ElectroLite - 2017,1,Baldwin Bikes
Vivian Deleon,Trek Precaliber 16 Boy's - 2018,1,Baldwin Bikes
Deanne Parsons,Sun Bicycles Lil Bolt Type-R - 2017,2,Baldwin Bikes
Deanne Parsons,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,1,Baldwin Bikes
Deanne Parsons,Trek Domane SL 6 Disc - 2018,2,Baldwin Bikes
Deanne Parsons,Trek Boone 5 Disc - 2018,1,Baldwin Bikes
Deanne Parsons,Electra Townie Original 21D Ladies' - 2018,1,Baldwin Bikes
Alishia Elliott,Surly Wednesday Frameset - 2016,1,Baldwin Bikes
Alishia Elliott,Trek Powerfly 8 FS Plus - 2017,1,Baldwin Bikes
Alishia Elliott,Electra Glam Punk 3i Ladies' - 2017,2,Baldwin Bikes
Alishia Elliott,Sun Bicycles Streamway 3 - 2017,2,Baldwin Bikes
Ashanti Hammond,Ritchey Timberwolf Frameset - 2016,2,Baldwin Bikes
Ashanti Hammond,Trek Fuel EX 9.8 29 - 2017,2,Baldwin Bikes
Ashanti Hammond,Surly Straggler 650b - 2018,2,Baldwin Bikes
Ashanti Hammond,Trek Domane ALR Disc Frameset - 2018,2,Baldwin Bikes
Sarita Parks,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,Rowlett Bikes
Sarita Parks,Trek Remedy 27.5 C Frameset - 2018,2,Rowlett Bikes
Sarita Parks,Trek Emonda SL 7 - 2018,1,Rowlett Bikes
Sarita Parks,Electra White Water 3i - 2018,1,Rowlett Bikes
Sarita Parks,Strider Classic 12 Balance Bike - 2018,2,Rowlett Bikes
Muriel Juarez,Trek Fuel EX 9.8 27.5 Plus - 2017,2,Santa Cruz Bikes
Muriel Juarez,Surly Ogre Frameset - 2017,1,Santa Cruz Bikes
Brigid Sharp,Trek Madone 9.2 - 2017,2,Santa Cruz Bikes
Brigid Sharp,Trek Domane ALR 5 Gravel - 2018,1,Santa Cruz Bikes
Brigid Sharp,Trek Domane SL 8 Disc - 2018,1,Santa Cruz Bikes
Brigid Sharp,Trek Powerfly 7 FS - 2018,1,Santa Cruz Bikes
Bess Mcbride,Trek Fuel EX 5 Plus - 2018,2,Baldwin Bikes
Bess Mcbride,Surly Straggler - 2018,2,Baldwin Bikes
Bess Mcbride,Trek Domane SL 6 Disc - 2018,1,Baldwin Bikes
Bess Mcbride,Trek Super Commuter+ 8S - 2018,2,Baldwin Bikes
Kara Higgins,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
Kara Higgins,Trek Emonda ALR 6 - 2018,1,Baldwin Bikes
Kara Higgins,Electra Townie Go! 8i - 2017/2018,1,Baldwin Bikes
Kara Higgins,Electra Townie Go! 8i Ladies' - 2018,1,Baldwin Bikes
Kara Higgins,Electra Townie Balloon 3i EQ - 2017/2018,1,Baldwin Bikes
Shenna Benton,Trek Procaliber Frameset - 2018,1,Baldwin Bikes
Shenna Benton,"Electra Under-The-Sea 1 16"" - 2018",2,Baldwin Bikes
Nicola Knight,Surly Steamroller - 2017,2,Baldwin Bikes
Nicola Knight,Trek Girl's Kickster - 2017,2,Baldwin Bikes
Nicola Knight,Electra Townie 3i EQ (20-inch) - Boys' - 2017,1,Baldwin Bikes
Nicola Knight,Trek Procaliber 6 - 2018,1,Baldwin Bikes
Nicola Knight,Electra Cyclosaurus 1 (16-inch) - Boy's - 2018,2,Baldwin Bikes
Malinda Baxter,Trek Girl's Kickster - 2017,2,Baldwin Bikes
Malinda Baxter,Sun Bicycles Cruz 7 - 2017,2,Baldwin Bikes
Malinda Baxter,Electra Cruiser Lux Fat Tire 7D - 2018,1,Baldwin Bikes
Malinda Baxter,Electra Townie Balloon 3i EQ Ladies' - 2018,1,Baldwin Bikes
Christopher Richardson,Trek Domane AL 2 Women's - 2018,2,Santa Cruz Bikes
Katia Henry,Trek Domane SLR 8 Disc - 2018,1,Baldwin Bikes
Katia Henry,Electra Townie Go! 8i Ladies' - 2018,1,Baldwin Bikes
Katia Henry,"Electra Under-The-Sea 1 16"" - 2018",1,Baldwin Bikes
Katia Henry,Electra Townie Original 1 Ladies' - 2018,2,Baldwin Bikes
Santa Larson,Electra Townie Go! 8i - 2017/2018,1,Baldwin Bikes
Santa Larson,Electra Townie Commute Go! Ladies' - 2018,2,Baldwin Bikes
Santa Larson,Trek Precaliber 24 (7-Speed) - Boys - 2018,2,Baldwin Bikes
Yevette Todd,Sun Bicycles ElectroLite - 2017,1,Baldwin Bikes
Yevette Todd,Trek Stache Carbon Frameset - 2018,1,Baldwin Bikes
Yevette Todd,Trek Domane ALR 5 Disc - 2018,2,Baldwin Bikes
Maurice Norton,Electra Amsterdam Fashion 3i Ladies' - 2017/2018,2,Santa Cruz Bikes
Berneice Pollard,Electra Amsterdam Original 3i Ladies' - 2017,1,Rowlett Bikes
Berneice Pollard,Electra Cyclosaurus 1 (16-inch) - Boy's - 2018,1,Rowlett Bikes
Takako Casey,Surly Wednesday - 2017,1,Baldwin Bikes
Regine Odom,Trek Domane SL 7 Women's - 2018,1,Baldwin Bikes
Regine Odom,Surly Pack Rat - 2018,2,Baldwin Bikes
Regine Odom,Electra Townie Balloon 8D EQ - 2016/2017/2018,2,Baldwin Bikes
Gilberto Parsons,Trek Fuel EX 8 29 - 2016,2,Baldwin Bikes
Gilberto Parsons,Surly Big Dummy Frameset - 2017,2,Baldwin Bikes
Gilberto Parsons,Trek Super Commuter+ 7 - 2018,2,Baldwin Bikes
Loni Mullen,Sun Bicycles Revolutions 24 - 2017,2,Baldwin Bikes
Shena Carter,Sun Bicycles Biscayne Tandem CB - 2017,1,Baldwin Bikes
Shena Carter,Sun Bicycles Drifter 7 - 2017,1,Baldwin Bikes
Shena Carter,Trek Domane SL 5 Disc Women's - 2018,1,Baldwin Bikes
Shena Carter,Trek Domane SLR 9 Disc - 2018,2,Baldwin Bikes
Deirdre Ryan,Trek Madone 9.2 - 2017,1,Baldwin Bikes
Deirdre Ryan,Trek Domane ALR 4 Disc - 2018,1,Baldwin Bikes
Deirdre Ryan,Electra Morningstar 3i Ladies' - 2018,1,Baldwin Bikes
Jamaal Morrison,Trek Fuel EX 8 29 - 2018,1,Baldwin Bikes
Jamaal Morrison,Surly ECR 27.5 - 2018,2,Baldwin Bikes
Jamaal Morrison,Trek Powerfly 5 - 2018,1,Baldwin Bikes
Ja Dillard,Electra Townie Original 21D - 2016,2,Santa Cruz Bikes
Ja Dillard,Surly Krampus - 2018,1,Santa Cruz Bikes
Ja Dillard,Heller Bloodhound Trail - 2018,2,Santa Cruz Bikes
Ja Dillard,Trek Procal AL Frameset - 2018,1,Santa Cruz Bikes
Spring Hayes,Sun Bicycles Revolutions 24 - 2017,1,Baldwin Bikes
Spring Hayes,Trek Marlin 5 - 2018,2,Baldwin Bikes
Spring Hayes,Trek CrossRip+ - 2018,1,Baldwin Bikes
Tena Cruz,Electra Cruiser 1 - 2016/2017/2018,2,Baldwin Bikes
Rey Lindsay,Trek Slash 8 27.5 - 2016,1,Baldwin Bikes
Rey Lindsay,Trek Precaliber 16 Boys - 2017,2,Baldwin Bikes
Rey Lindsay,Trek Remedy 27.5 C Frameset - 2018,1,Baldwin Bikes
Rey Lindsay,Trek Crockett 5 Disc - 2018,2,Baldwin Bikes
Aida Koch,Trek Remedy 29 Carbon Frameset - 2016,2,Baldwin Bikes
Aida Koch,Electra Cruiser Lux 3i - 2018,2,Baldwin Bikes
Alma Peck,Electra Heartchya 1 (20-inch) - Girl's - 2018,2,Baldwin Bikes
Alma Peck,Electra Townie Balloon 8D EQ - 2016/2017/2018,1,Baldwin Bikes
Latonya Dixon,Trek Boone Race Shop Limited - 2017,1,Rowlett Bikes
Karren Stevenson,Trek Stache Carbon Frameset - 2018,2,Santa Cruz Bikes
Karren Stevenson,Trek Domane SL 5 - 2018,2,Santa Cruz Bikes
Cameron Carroll,Trek Domane ALR 5 Gravel - 2018,2,Rowlett Bikes
Cameron Carroll,Trek Domane SL 5 Disc - 2018,1,Rowlett Bikes
Kiesha Bond,Heller Shagamaw Frame - 2016,1,Santa Cruz Bikes
Jimmy Russell,Trek Emonda S 4 - 2017,1,Baldwin Bikes
Jimmy Russell,Trek Stache Carbon Frameset - 2018,1,Baldwin Bikes
Jimmy Russell,Trek Domane SL 7 Women's - 2018,2,Baldwin Bikes
Jimmy Russell,Trek XM700+ Lowstep - 2018,2,Baldwin Bikes
Marguerite Berger,Ritchey Timberwolf Frameset - 2016,2,Santa Cruz Bikes
Marguerite Berger,Electra Moto 3i (20-inch) - Boy's - 2017,2,Santa Cruz Bikes
Marguerite Berger,Sun Bicycles Drifter 7 - 2017,1,Santa Cruz Bikes
Marguerite Berger,Trek X-Caliber 7 - 2018,2,Santa Cruz Bikes
Marguerite Berger,Trek Fuel EX 8 29 XT - 2018,2,Santa Cruz Bikes
Nubia Anderson,Electra Moto 1 - 2016,1,Baldwin Bikes
Nubia Anderson,Trek X-Caliber 8 - 2018,1,Baldwin Bikes
Nubia Anderson,Strider Classic 12 Balance Bike - 2018,2,Baldwin Bikes
Joel Wynn,Electra Cruiser Lux 1 - 2016/2018,2,Santa Cruz Bikes
Joel Wynn,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,2,Santa Cruz Bikes
Mathilda Pennington,Electra Tiger Shark 3i - 2018,2,Baldwin Bikes
Mathilda Pennington,Trek Precaliber 20 Boy's - 2018,2,Baldwin Bikes
Renay Atkins,Electra Amsterdam Fashion 7i Ladies' - 2017,2,Baldwin Bikes
Renay Atkins,Trek X-Caliber Frameset - 2018,1,Baldwin Bikes
Renay Atkins,Electra Delivery 3i - 2016/2017/2018,1,Baldwin Bikes
Renay Atkins,Electra Cruiser Lux 7D Ladies' - 2018,1,Baldwin Bikes
Renay Atkins,Electra Townie Balloon 8D EQ - 2016/2017/2018,1,Baldwin Bikes
Joaquin Hawkins,Sun Bicycles Lil Bolt Type-R - 2017,2,Santa Cruz Bikes
Joaquin Hawkins,Trek XM700+ Lowstep - 2018,2,Santa Cruz Bikes
Elmira Levy,Trek Farley Alloy Frameset - 2017,1,Baldwin Bikes
Elmira Levy,Trek Precaliber 16 Boys - 2017,1,Baldwin Bikes
Elmira Levy,Electra Savannah 3i (20-inch) - Girl's - 2017,1,Baldwin Bikes
Elmira Levy,Trek Fuel EX 8 29 XT - 2018,2,Baldwin Bikes
Lynwood Jackson,Electra Townie Original 21D - 2016,2,Rowlett Bikes
Lynwood Jackson,Trek Stache 5 - 2017,2,Rowlett Bikes
Lynwood Jackson,Trek X-Caliber Frameset - 2018,1,Rowlett Bikes
Lynwood Jackson,Trek Domane ALR 5 Disc - 2018,1,Rowlett Bikes
Dung Reid,Trek Emonda SL 7 - 2018,1,Santa Cruz Bikes
Dung Reid,Trek MT 201 - 2018,1,Santa Cruz Bikes
Dung Reid,Electra Sweet Ride 3i (20-inch) - Girls' - 2018,1,Santa Cruz Bikes
Dung Reid,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,1,Santa Cruz Bikes
Deshawn Mendoza,Sun Bicycles Cruz 3 - 2017,1,Baldwin Bikes
Jeniffer Slater,Electra Townie Commute Go! - 2018,1,Baldwin Bikes
Celestine Jacobs,Haro Downtown 16 - 2017,2,Baldwin Bikes
Celestine Jacobs,Trek Domane SL 6 - 2018,2,Baldwin Bikes
Celestine Jacobs,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,1,Baldwin Bikes
Tenisha Lyons,Surly Big Dummy Frameset - 2017,2,Baldwin Bikes
Tenisha Lyons,Haro Shift R3 - 2017,2,Baldwin Bikes
Tenisha Lyons,Sun Bicycles Streamway - 2017,1,Baldwin Bikes
Tenisha Lyons,Trek Domane ALR 5 Gravel - 2018,2,Baldwin Bikes
Tenisha Lyons,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,1,Baldwin Bikes
Hortencia O'neil,Electra Cruiser Lux 3i - 2018,2,Baldwin Bikes
Hortencia O'neil,Trek Precaliber 24 21-speed Boy's - 2018,1,Baldwin Bikes
Hortencia O'neil,"Electra Treasure 1 20"" - 2018",2,Baldwin Bikes
Kenyetta Mason,Trek Precaliber 12 Boys - 2017,2,Baldwin Bikes
Kenyetta Mason,Electra Townie Commute 27D Ladies - 2018,2,Baldwin Bikes
Tena Huber,Trek Remedy 9.8 - 2017,2,Baldwin Bikes
Tena Huber,Electra Amsterdam Original 3i Ladies' - 2017,1,Baldwin Bikes
Tena Huber,Haro Shredder 20 - 2017,1,Baldwin Bikes
Tena Huber,Trek Kickster - 2018,2,Baldwin Bikes
Erik Leblanc,Trek 1120 - 2018,2,Rowlett Bikes
Zora Ford,Trek Emonda S 4 - 2017,2,Santa Cruz Bikes
Zora Ford,Trek Domane AL 3 Women's - 2018,2,Santa Cruz Bikes
Zora Ford,Trek Super Commuter+ 7 - 2018,1,Santa Cruz Bikes
Zora Ford,Electra Townie Original 21D EQ - 2017/2018,1,Santa Cruz Bikes
Lara Guy,Trek Emonda S 5 - 2017,1,Baldwin Bikes
Lara Guy,Trek Domane SL 5 - 2018,1,Baldwin Bikes
James Robles,Trek Slash 8 27.5 - 2016,1,Baldwin Bikes
James Robles,Sun Bicycles Biscayne Tandem CB - 2017,2,Baldwin Bikes
James Robles,Surly Pack Rat Frameset - 2018,2,Baldwin Bikes
James Robles,Trek Remedy 7 27.5 - 2018,1,Baldwin Bikes
James Robles,Electra White Water 3i - 2018,1,Baldwin Bikes
Desire Mcgowan,Surly Ogre Frameset - 2017,1,Santa Cruz Bikes
Desire Mcgowan,Sun Bicycles Cruz 7 - 2017,2,Santa Cruz Bikes
Stefany Potter,Surly Karate Monkey 27.5+ Frameset - 2017,1,Baldwin Bikes
Stefany Potter,Surly Pack Rat Frameset - 2018,2,Baldwin Bikes
Stefany Potter,Surly Straggler - 2018,2,Baldwin Bikes
Stefany Potter,Electra Cruiser Lux 7D - 2018,1,Baldwin Bikes
Louis Powell,Electra Townie Original 21D - 2016,2,Baldwin Bikes
Louis Powell,Trek Precaliber 16 Girls - 2017,1,Baldwin Bikes
Louis Powell,Electra Straight 8 3i - 2018,2,Baldwin Bikes
Louis Powell,Trek Precaliber 20 Girl's - 2018,1,Baldwin Bikes
Linnie Branch,Trek 820 - 2018,1,Baldwin Bikes
Linnie Branch,Electra Cruiser Lux 1 Ladies' - 2018,1,Baldwin Bikes
Linnie Branch,Electra Townie Balloon 3i EQ - 2017/2018,2,Baldwin Bikes
Earlean Pena,Surly Karate Monkey 27.5+ Frameset - 2017,2,Baldwin Bikes
Earlean Pena,Trek Lift+ Lowstep - 2018,2,Baldwin Bikes
Earlean Pena,Trek Powerfly 7 FS - 2018,1,Baldwin Bikes
Earlean Pena,Trek Precaliber 20 6-speed Girl's - 2018,1,Baldwin Bikes
Cassandra Nichols,Haro Shredder 20 Girls - 2017,2,Baldwin Bikes
Bella Perez,Trek 820 - 2018,2,Santa Cruz Bikes
Bella Perez,Trek Lift+ - 2018,2,Santa Cruz Bikes
Bella Perez,Electra Cruiser 1 Ladies' - 2018,1,Santa Cruz Bikes
Kellie Franco,Trek Emonda SL 6 Disc - 2018,2,Baldwin Bikes
Parthenia Figueroa,Trek Marlin 5 - 2018,1,Baldwin Bikes
Parthenia Figueroa,Electra Cruiser Lux 1 Ladies' - 2018,2,Baldwin Bikes
Georgetta Hardin,Sun Bicycles Spider 3i - 2017,1,Baldwin Bikes
Georgetta Hardin,Surly Troll Frameset - 2017,2,Baldwin Bikes
Georgetta Hardin,Trek Superfly 20 - 2018,1,Baldwin Bikes
Georgetta Hardin,Electra Townie Balloon 3i EQ Ladies' - 2018,1,Baldwin Bikes
Katherin Clark,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,Baldwin Bikes
Katherin Clark,Trek Marlin 6 - 2018,1,Baldwin Bikes
Katherin Clark,Heller Shagamaw GX1 - 2018,2,Baldwin Bikes
Katherin Clark,Trek Domane AL 2 Women's - 2018,1,Baldwin Bikes
Tobie Little,Trek CrossRip 2 - 2018,1,Rowlett Bikes
Tobie Little,Trek Domane SL 6 - 2018,2,Rowlett Bikes
Tobie Little,Electra Cruiser 1 Tall - 2016/2018,1,Rowlett Bikes
Tobie Little,Strider Strider 20 Sport - 2018,1,Rowlett Bikes
Tobie Little,Electra Townie Balloon 7i EQ - 2018,2,Rowlett Bikes
Ruthanne Franco,Trek Powerfly 7 FS - 2018,2,Baldwin Bikes
Ruthanne Franco,Trek Super Commuter+ 8S - 2018,2,Baldwin Bikes
Ruthanne Franco,Electra Townie Original 21D EQ - 2017/2018,1,Baldwin Bikes
Monica Sears,Trek Conduit+ - 2016,1,Santa Cruz Bikes
Monica Sears,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,2,Santa Cruz Bikes
Diane Jones,Trek Fuel EX 9.8 27.5 Plus - 2017,1,Baldwin Bikes
Diane Jones,Sun Bicycles Cruz 7 - Women's - 2017,2,Baldwin Bikes
Diane Jones,Trek Domane AL 3 Women's - 2018,2,Baldwin Bikes
Lolita Mosley,"Electra Under-The-Sea 1 16"" - 2018",2,Rowlett Bikes
Tiny French,Trek Emonda SL 6 Disc - 2018,2,Baldwin Bikes
Tiny French,Electra Sweet Ride 3i (20-inch) - Girls' - 2018,2,Baldwin Bikes
Carolann Russell,Pure Cycles Vine 8-Speed - 2016,1,Baldwin Bikes
Carolann Russell,Surly Wednesday - 2017,2,Baldwin Bikes
Carolann Russell,Electra Townie Original 3i EQ - 2017/2018,1,Baldwin Bikes
Carolann Russell,Strider Sport 16 - 2018,2,Baldwin Bikes
Cinthia Poole,Haro Shredder 20 - 2017,2,Rowlett Bikes
Cinthia Poole,Trek XM700+ - 2018,1,Rowlett Bikes
Cinthia Poole,Electra Townie Commute 8D Ladies' - 2018,2,Rowlett Bikes
Rayford Simon,Electra Moto 3i - 2018,2,Santa Cruz Bikes
Bev Chang,Trek Fuel EX 7 29 - 2018,2,Baldwin Bikes
Bev Chang,Electra Townie Original 21D EQ Ladies' - 2018,2,Baldwin Bikes
Lavern Orr,Surly Krampus - 2018,1,Baldwin Bikes
Lavern Orr,Electra Daydreamer 3i Ladies' - 2018,1,Baldwin Bikes
Lavern Orr,Electra Koa 3i Ladies' - 2018,2,Baldwin Bikes
Erna Sloan,Surly ECR 27.5 - 2018,1,Baldwin Bikes
Erna Sloan,Trek XM700+ - 2018,2,Baldwin Bikes
Erna Sloan,Trek Verve+ Lowstep - 2018,1,Baldwin Bikes
Sheree Blanchard,Electra Water Lily 1 (16-inch) - Girl's - 2018,2,Baldwin Bikes
Jonell Rivas,Sun Bicycles Brickell Tandem CB - 2017,2,Rowlett Bikes
Jonell Rivas,Trek Domane AL 3 Women's - 2018,2,Rowlett Bikes
Jonell Rivas,Electra Townie Original 21D EQ Ladies' - 2018,1,Rowlett Bikes
Selene Vega,Sun Bicycles Atlas X-Type - 2017,1,Santa Cruz Bikes
Selene Vega,Trek Marlin 5 - 2018,2,Santa Cruz Bikes
Selene Vega,Electra White Water 3i - 2018,1,Santa Cruz Bikes
Selene Vega,Electra Townie Original 1 - 2018,1,Santa Cruz Bikes
Ester Acevedo,Trek Remedy 9.8 27.5 - 2018,2,Santa Cruz Bikes
Lavina Dejesus,Trek Domane SL Disc Frameset - 2017,2,Baldwin Bikes
Lavina Dejesus,Haro Shredder 20 Girls - 2017,1,Baldwin Bikes
Lavina Dejesus,Trek Domane ALR 5 Disc - 2018,2,Baldwin Bikes
Lavina Dejesus,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,2,Baldwin Bikes
Lavina Dejesus,Strider Classic 12 Balance Bike - 2018,1,Baldwin Bikes
Emory O'connor,Electra Townie Original 7D EQ - Women's - 2016,2,Baldwin Bikes
Emory O'connor,Electra Queen of Hearts 3i - 2018,1,Baldwin Bikes
Emory O'connor,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,1,Baldwin Bikes
Latoya Johns,Trek Remedy 7 27.5 - 2018,1,Baldwin Bikes
Latoya Johns,Surly Straggler 650b - 2018,2,Baldwin Bikes
Latoya Johns,Electra Cruiser Lux 1 Ladies' - 2018,2,Baldwin Bikes
Addie Hahn,Surly Karate Monkey 27.5+ Frameset - 2017,1,Baldwin Bikes
Addie Hahn,Surly Big Fat Dummy Frameset - 2018,1,Baldwin Bikes
Addie Hahn,Trek Neko+ - 2018,2,Baldwin Bikes
Addie Hahn,Trek XM700+ - 2018,2,Baldwin Bikes
Addie Hahn,Electra Super Moto 8i - 2018,2,Baldwin Bikes
Patria Harper,Electra Amsterdam Original 3i - 2015/2017,2,Baldwin Bikes
Tara Maynard,Electra Cruiser 7D Ladies' - 2016/2018,1,Baldwin Bikes
Tara Maynard,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,1,Baldwin Bikes
Mazie Fernandez,Surly Ogre Frameset - 2017,1,Baldwin Bikes
Mazie Fernandez,Trek Boone 7 Disc - 2018,1,Baldwin Bikes
Mazie Fernandez,Electra Townie Commute Go! Ladies' - 2018,1,Baldwin Bikes
Mazie Fernandez,Electra Townie Balloon 3i EQ - 2017/2018,1,Baldwin Bikes
Gayla Sims,Surly ECR - 2018,1,Baldwin Bikes
Britteny Schroeder,Strider Sport 16 - 2018,1,Baldwin Bikes
Frederica Rojas,Trek Powerfly 8 FS Plus - 2017,2,Baldwin Bikes
Frederica Rojas,Electra Townie Commute Go! - 2018,1,Baldwin Bikes
Frederica Rojas,Electra Cruiser Lux 1 - 2016/2018,2,Baldwin Bikes
Frederica Rojas,"Electra Starship 1 16"" - 2018",2,Baldwin Bikes
Laurel Schultz,Trek X-Caliber 8 - 2017,1,Baldwin Bikes
Laurel Schultz,Sun Bicycles ElectroLite - 2017,1,Baldwin Bikes
Laurel Schultz,Trek Stache 5 - 2018,2,Baldwin Bikes
Laurel Schultz,Electra Townie Balloon 3i EQ Ladies' - 2018,1,Baldwin Bikes
Zenia Bruce,Electra Townie Original 21D Ladies' - 2018,2,Baldwin Bikes
Homer Powers,Trek Stache 5 - 2018,2,Santa Cruz Bikes
Dortha Jarvis,Electra Amsterdam Fashion 7i Ladies' - 2017,2,Baldwin Bikes
Dortha Jarvis,Heller Shagamaw GX1 - 2018,1,Baldwin Bikes
Dortha Jarvis,Trek Remedy 9.8 27.5 - 2018,1,Baldwin Bikes
Dortha Jarvis,Trek Dual Sport+ - 2018,2,Baldwin Bikes
Dortha Jarvis,Electra Delivery 3i - 2016/2017/2018,1,Baldwin Bikes
